,id,name,members,link
49,20880448,IoT Basel,384,https://www.meetup.com/IoT-Basel/
50,21005295,VlbgWebDev,304,https://www.meetup.com/VlbgWebDev/
51,21083811,Microsoft Azure Zürich User Group,1036,https://www.meetup.com/Microsoft-Azure-Zurich-User-Group/
52,21102309,Lean Startup Bern,844,https://www.meetup.com/Lean-Startup-Bern/
53,21252257,Cybersecurity Liechtenstein,123,https://www.meetup.com/Cybersecurity-Liechtenstein/
54,21270143,Nerds & Friends,424,https://www.meetup.com/Nerds-And-Friends/
55,21644552,Agile Breakfast Zürich von swissICT,768,https://www.meetup.com/Agile-Breakfast-Zurich/
56,21781853,Digitale Initiativen,365,https://www.meetup.com/Digitale-Initiativen/
57,21891772,UX Schweiz – Last Thursday Talks,973,https://www.meetup.com/UX-Schweiz-LAST-THURSDAY-TALKS/
58,22702982,Linux User Group Böblingen,161,https://www.meetup.com/Linux-User-Group-Boblingen/
59,22946212,FabLab Neckar-Alb e.V.,264,https://www.meetup.com/FabLab-Neckar-Alb-e-V/
60,23123972,Cloud Native Computing Switzerland,1123,https://www.meetup.com/Cloud-Native-Computing-Switzerland/
61,23400690,Natural Language Processing - Zurich,1039,https://www.meetup.com/NLP-Zurich/
62,23469342,HackSXB,342,https://www.meetup.com/HackSXB/
63,23591847,Swiss Insurtech Meetup,1014,https://www.meetup.com/Swiss-Insurtech-Meetup/
64,23968433,Compiler Social Zürich,304,https://www.meetup.com/llvm-compiler-and-code-generation-socials-zurich/
65,24458666,Kotlin Swiss User Group,99,https://www.meetup.com/Kotlin-Swiss-User-Group/
66,24745519,Blockchain Bern,550,https://www.meetup.com/Blockchain-Bern/
67,25492913,BärnHäckt,88,https://www.meetup.com/BarnHackt/
68,25504364,Bitcoin - Digitale Währungen Biel Meetup,109,https://www.meetup.com/Biel-Digitale-Wahrungen-Meetup/
69,25739384,"Krypto-Asset-Stammtisch-Meetup, Nürtingen/Tübingen",118,https://www.meetup.com/Krypto-Asset-Stammtisch/
70,25763170,Webnesday St. Gallen,361,https://www.meetup.com/Webnesday/
71,25868301,Cryptowelt im Grossraum Zürich,430,https://www.meetup.com/cryptowelt/
72,25953388,Azure and AI Basel User Group,107,https://www.meetup.com/Azure-Basel-User-Group/
73,26051944,Women Techmakers Switzerland,960,https://www.meetup.com/wtm-switzerland/
74,26171900,Open Source Apéro Zürich,189,https://www.meetup.com/Open-Source-Apero-Zurich/
75,26358753,Bavarian Coding Group,153,https://www.meetup.com/Bavarian-Coding-Group/
76,26368374,Sketch & Design Stuttgart,456,https://www.meetup.com/Sketch-Design-Stuttgart/
77,26414199,ProductTank Bern,326,https://www.meetup.com/ProductTank-Bern/
78,27001169,"Bitcoin, Blockchain, Smart Contracts",473,https://www.meetup.com/Bitcoin-Blochchain-and-Smart-Contracts/
79,27132126,Crypto Valley Entrepreneurs,467,https://www.meetup.com/Crypto-Valley-Entrepreneurs/
80,27154747,GDG Bern,67,https://www.meetup.com/GDG-Bern/
81,27342970,CV Labs - Switzerland,1854,https://www.meetup.com/CV-Labs-Switzerland/
82,27422225,Ask A Dev,614,https://www.meetup.com/Ask-A-Dev/
83,27571841,"Decentralising Capital Markets - Crypto, Tokens, ICOs Zurich",110,https://www.meetup.com/Decentralising-Capital-Markets-Meetup/
84,27603198,innolab smart mobility,228,https://www.meetup.com/Mobilitats-Meetup/
85,27879127,Crypto World Zug Association,444,https://www.meetup.com/Crypto-World-Zug/
86,27942126,Embedded GNU/Linux Developer,137,https://www.meetup.com/Embedded-GNU-Linux-Developer/
87,27973602,Artificial Intelligence Suisse,2053,https://www.meetup.com/Artificial-Intelligence-Suisse/
88,28099344,Zürich Blockchain Pitch and Networking Night,480,https://www.meetup.com/Zurich-Blockchain-Pitch-and-Networking-Night/
89,28201473,Machine Learning & Artificial Intelligence Meetup Bern,384,https://www.meetup.com/Machine-Learning-Artificial-Intelligence-Meetup-Bern/
90,28332464,"RE-PO-Sition ""My Backlog is my Castle""",99,https://www.meetup.com/RE-PO-Sition/
91,28380293,Lugano WordPress Meetup,165,https://www.meetup.com/Lugano-WordPress-Meetup/
92,28483335,Complexity and Cynefin Basel,42,https://www.meetup.com/Complexity-and-Cynefin-Basel/
93,28687983,WebThun,51,https://www.meetup.com/WebThun/
94,28700412,GeekDpt Meetup,50,https://www.meetup.com/GeekDpt-Meetup/
95,28736798,On data and design – Switzerland,317,https://www.meetup.com/On-data-and-design-Switzerland/
96,28881648,Vue Basel,206,https://www.meetup.com/Vue-Basel/
97,28896928,Agile Lean Europe Unconference (ALE),51,https://www.meetup.com/Agile-Lean-Europe-Unconference-ALE/
98,29069005,Zürich Complexity Meetup,27,https://www.meetup.com/Zurich-Complexity-Meetup/
99,29392857,Zurich Blockchain RnD,318,https://www.meetup.com/zurichblockchainrnd/
100,29404115,DevOps Guru Switzerland,97,https://www.meetup.com/DevOps-Guru-Switzerland/
101,29495662,FabLab Winti Themenabend,40,https://www.meetup.com/FabLab-Winti-Meetup/
102,29546077,Neue Arbeitswelten und deren Auswirkungen,90,https://www.meetup.com/Neue-Arbeitswelten-und-deren-Auswirkungen/
103,29571766,Zürich Web‑Worknights,65,https://www.meetup.com/Zurich-Web-Worknights/
